https://jovempan.com.br/noticias/mundo/mais-de-2-mil-pessoas-sao-evacuadas-de-ilha-grega-devido-a-incendio-que-ja-dura-cinco-dias.html,drought
https://ultimosegundo.ig.com.br/meioambiente/2023-07-22/gelo-invade-cidade-italiana--chuva-de-granizo-deixa-110-feridos.html,hydrometeorological
https://agenciabrasil.ebc.com.br/internacional/noticia/2023-07/incendio-em-ilha-grega-forca-saida-de-centenas-de-pessoas-de-praias,drought
https://www.dgabc.com.br/Noticia/4014663/grecia-incendio-avanca-pelo-5-dia-na-ilha-de-rodes-autoridades-ordenam-evacuacao,drought
https://setelagoas.com.br/noticias/regiao/89285-funed-confirma-mortes-por-febre-maculosa-em-conselheiro-lafaiete-e-gera-alerta-na-regiao,biological
https://tnonline.uol.com.br/noticias/cotidiano/furacao-ian-se-aproxima-dos-eua-com-ventos-de-ate-220-kmh-687719,hydrometeorological
https://oestadoonline.com.br/cotidiano/tres-lagoas-alerta-para-possivel-surto-de-dengue-e-chikungun/,biological
https://agenciabrasil.ebc.com.br/internacional/noticia/2024-01/numero-de-mortos-em-terremoto-no-japao-passa-de-100,geological
https://opopular.com.br/noticias/cidades/fogo-destr%C3%B3i-morro-dos-macacos-no-conjunto-vera-cruz-em-goi%C3%A2nia-veja-v%C3%ADdeo-1.2519907,drought
https://acriticadehumaita.com.br/videos-terremoto-atinge-sudeste-de-taiwan-alerta-de-tsunami-e-emitido/,geological
https://www.folhape.com.br/noticias/rio-grande-do-sul-confirma-43-mortes-causadas-por-ciclone/291039/,hydrometeorological
https://istoe.com.br/sobe-para-15-o-numero-de-mortos-por-enchentes-na-grecia/,hydrometeorological
https://www.clicportela.com.br/noticia/86303/rio-grande-do-sul-confirma-43-mortes-causadas-por-ciclone,hydrometeorological
https://jornaldebrasilia.com.br/noticias/mundo/estamos-com-o-povo-de-marrocos-diz-papa-apos-tremor-matar-mais-de-2-000/,geological
https://jornaldebrasilia.com.br/noticias/politica-e-poder/pacheco-presta-solidariedade-ao-povo-marroquino-e-pede-acoes-humanitarias/,geological
https://www.correio24horas.com.br/correio24horas/brasil/rio-grande-do-sul-confirma-43-mortes-causadas-por-ciclone-0923,hydrometeorological
https://istoe.com.br/chuvas-no-sul-do-brasil-44-mortos-e-prejuizo-de-r-13-bi/,hydrometeorological
https://www.em.com.br/app/noticia/internacional/2023/09/10/interna_internacional,1559542/sobe-para-14-o-numero-de-mortos-por-enchentes-na-grecia.shtml,hydrometeorological
https://www.em.com.br/app/noticia/internacional/2023/09/10/interna_internacional,1559576/sobe-para-15-o-numero-de-mortos-por-enchentes-na-grecia.shtml,hydrometeorological
https://noticias.uol.com.br/newsletters/novos-posts/carlos-madeiro/2023/09/29/botos-morrem-em-massa-durante-seca-e-calor-na-amazonia-sem-precedentes.htm,drought
https://noticias.uol.com.br/ultimas-noticias/rfi/2023/09/29/nova-york-vive-dia-de-caos-e-populacao-fica-ilhada-por-inundacoes.htm,hydrometeorological
https://www.portaldoholanda.com.br/variedades/idoso-fica-preso-com-carro-na-neve-e-sobrevive-uma-semana-comendo-biscoitos,hydrometeorological
https://www.portaldoholanda.com.br/mundo/buenos-aires-vive-onda-de-calor-historica-e-ve-invasao-de-pequenos-insetos,biological
https://www.agoramt.com.br/2023/02/mulher-e-resgatada-com-vida-apos-9-dias-embaixo-de-escombros-na-turquia/,geological
https://www.folhape.com.br/noticias/oms-diz-que-mocambique-sofre-a-pior-epidemia-de-colera-dos-ultimos-10/264554/,hydrometeorological
https://atarde.com.br/brasil/sobe-para-36-o-numero-de-mortos-apos-temporal-em-sao-paulo-1220169,hydrometeorological
https://atarde.com.br/brasil/temporal-causa-24-mortes-no-litoral-de-sao-paulo-1220146,hydrometeorological
https://www.meiahora.com.br/geral/2023/08/6683019-pequim-registra-chuvas-mais-fortes-dos-ultimos-140-anos.html,hydrometeorological
https://www.acre.com.br/com-mais-de-400-casos-de-leptospirose-em-2022-saude-alerta-para-riscos-de-contaminacao-no-ac/,biological
https://www.estadao.com.br/brasil/chuva-grande-bh-minas-mortes-nprm/,hydrometeorological
https://www.em.com.br/app/noticia/gerais/2022/12/08/interna_gerais,1430951/duas-pessoas-morrem-durante-fortes-chuvas-na-grande-bh.shtml,hydrometeorological
https://www.em.com.br/app/noticia/gerais/2022/12/08/interna_gerais,1430957/bombeiros-registram-113-ocorrencias-depois-de-temporal-na-grande-bh.shtml,hydrometeorological
https://www.em.com.br/app/noticia/gerais/2022/12/08/interna_gerais,1430969/deixei-o-carro-para-me-salvar-o-drama-dos-atingidos-pelo-temporal-em-bh.shtml,hydrometeorological
https://www.bemparana.com.br/noticias/em-minas-chuvas-na-grande-bh-deixam-dois-mortos-e-rastro-de-destruicao/,hydrometeorological
https://www.folhadoprogresso.com.br/incendio-no-marajo-dura-ao-menos-oito-dias-e-deixa-populacao-alarmada-nossa-cidade-estava-prestes-a-ser-toda-incendiada/,drought
https://www.tribunapr.com.br/noticias/curitiba-regiao/chuva-continua-em-curitiba-e-rmc-47-cm-de-agua-acumulada-e-estragos/,hydrometeorological
https://liberal.com.br/brasil-e-mundo/brasil/regiao-sul-tem-novo-alerta-de-temporais-nesta-semana-2036962/,hydrometeorological
